0,1620,13780,13783,63297,9506,4346,2,4,3,2,3,1,6,123,2,293,10,0,0,0,0,0,5,0,0,0,0,59964,78316,319605,36637,477640,28605,1483,420,10745,73246,70170,1623,1379,27462,76175,45466,35,444,25883,43726,42619,887,823,11140,33367,58348,1645,1700,13281,57858,6962,1799,1264,10429,373485,124132
0,1620,13780,13783,63297,9506,4346,2,4,3,2,3,4,2,123,2,241,10,0,0,0,0,0,5,0,0,0,5,13791,65986,180648,249239,913295,11314,1483,420,10745,73246,70170,1623,1379,27462,76175,45466,35,444,25883,43726,42619,887,823,11140,33367,58348,961,679,10162,33952,36483,1799,1264,10429,373485,124132
1,6196,6219,6223,99788,1990,3303,1,4,1,2,2,4,8,123,3,19,10,0,0,0,0,0,5,0,0,0,0,53699,23243,415991,555837,433861,40048,977,1150,4185,59249,50452,499,589,1399,98850,24795,1897,184,23870,42703,24295,2316,225,18913,29103,70402,1664,599,9896,75770,19931,2937,2464,13848,877077,633635
0,1319,11842,11227,18136,8637,6016,2,3,1,2,3,1,4,366,4,293,10,0,0,0,0,0,5,0,0,0,5,97736,63890,186108,18865,744961,17126,1922,798,20383,35987,18248,2151,589,25926,35768,6051,981,39,707,14129,53415,1515,2222,8702,463,24114,2017,643,28109,57181,55390,803,2853,2688,13029,779610
0,737,738,749,63345,2498,1182,2,4,3,2,3,3,6,366,2,13,10,0,0,0,0,0,5,0,0,0,0,82340,67792,368325,787907,107846,40664,1410,1517,20325,80058,77853,375,1955,338,59049,53969,2624,2230,15295,55546,96301,2362,1493,28688,93230,88916,951,1387,22403,91357,72595,969,2115,18808,636506,269404
0,737,13297,13881,48982,6522,7638,1,4,1,2,3,1,2,123,3,1,10,0,0,0,0,0,5,0,0,5,5,95348,26669,166724,409626,664863,36367,1170,2156,17351,47514,84154,375,2524,26174,98868,43567,492,2364,8058,93885,55606,2362,2407,9531,9656,89756,840,661,27115,9711,30312,128,1008,23520,605169,545675
0,6994,6995,7002,31661,9481,6845,1,5,3,2,2,3,1,123,3,382,10,0,0,0,0,0,5,0,0,5,5,38964,43075,172145,44288,789955,37134,1158,2550,15719,30984,85062,2262,1136,11759,28742,66910,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,2,3,1,1,2,3,3,366,3,278,10,0,0,0,0,0,5,5,5,5,5,94225,61446,454593,313185,871123,25301,1498,490,17473,22118,41297,1461,1193,28830,13300,83194,1664,2622,11186,40256,59878,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,585,1917,7173,22078,614602
1,6994,6995,7002,31661,9481,6845,2,5,3,2,2,3,8,123,3,244,10,0,0,0,0,0,5,0,0,0,2,95236,22517,112279,115505,550781,19210,1498,490,17473,22118,41297,2262,1136,11759,28742,66910,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,2,6,3,2,2,5,5,123,3,278,10,0,0,0,0,0,5,5,5,5,5,91299,30211,460975,963264,628220,8220,1498,490,17473,22118,41297,550,728,2272,10612,72389,87,2246,15311,44254,99687,2132,469,25423,67266,64554,2591,137,28679,53290,1728,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,4,1,1,0,0,7,370,3,293,10,0,0,0,0,0,5,5,5,5,5,18860,24454,499753,925383,902689,40389,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,1664,2622,11186,40256,59878,396,1427,14357,44143,54904,157,2774,28638,67647,72453,2294,1971,19946,484988,279264
0,6994,6995,7002,31661,9481,6845,1,4,3,2,2,3,2,366,3,488,10,0,0,0,0,0,5,5,5,5,5,80051,94903,119821,269669,218678,35106,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,2,4,3,2,2,2,1,123,3,363,10,0,0,0,0,0,5,5,5,5,5,15674,62639,329899,540373,758194,41438,1498,490,17473,22118,41297,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1231,1123,17650,3896,15270,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,2,4,3,2,2,1,2,123,3,382,10,0,0,0,0,0,5,5,5,5,5,78943,38281,165799,512203,849545,15685,1498,490,17473,22118,41297,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,2912,562,19008,68704,24310,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,3,3,2,4,4,4,366,3,483,10,0,0,0,0,0,5,5,5,5,5,70671,33258,31158,198014,754418,24298,1158,2550,15719,30984,85062,1461,1193,28830,13300,83194,87,2246,15311,44254,99687,2609,1692,4629,55231,3491,2526,504,12378,22998,95554,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,2,4,3,2,3,3,8,370,3,372,10,0,0,0,0,0,5,5,5,5,5,1091,10702,170693,624941,206690,4909,1498,490,17473,22118,41297,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,1317,2594,27343,25245,67862,1074,1314,4327,8727,30869,2294,1971,19946,484988,279264
0,6994,6995,7002,31661,9481,6845,2,4,3,2,2,3,7,123,3,162,10,0,0,0,0,0,5,5,5,5,5,5352,20785,404012,842848,992966,23875,1498,490,17473,22118,41297,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,5,1,1,2,3,8,123,3,293,10,0,0,0,0,0,5,0,0,5,5,60283,641,423603,530179,627715,7472,1158,2550,15719,30984,85062,2262,1136,11759,28742,66910,1664,2622,11186,40256,59878,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,2,1,1,3,3,7,123,3,97,10,0,0,0,0,0,5,5,5,5,5,12784,98639,209634,936651,846528,48038,1158,2550,15719,30984,85062,1460,1930,18610,27040,98062,1664,2622,11186,40256,59878,1317,2594,27343,25245,67862,1074,1314,4327,8727,30869,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,3,4,2,3,5,8,123,3,211,10,0,0,0,0,0,5,5,5,5,5,21737,97650,10458,942957,17601,31664,1158,2550,15719,30984,85062,1461,1193,28830,13300,83194,21,1892,10159,58164,18230,1317,2594,27343,25245,67862,2591,137,28679,53290,1728,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,4,3,2,2,2,5,366,3,147,10,0,0,0,0,0,5,5,5,5,5,73626,24999,366899,321964,497651,28258,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1231,1123,17650,3896,15270,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,0,0,0,0,0,0,0,370,3,442,10,0,0,0,0,0,5,5,5,5,5,2451,37762,131257,682424,546152,28241,992,2881,20043,49921,48466,2482,1653,690,54600,94490,1672,1283,6320,11981,40799,396,1427,14357,44143,54904,157,2774,28638,67647,72453,2294,1971,19946,484988,279264
0,6994,6995,7002,31661,9481,6845,1,5,3,2,3,3,8,366,3,27,10,0,0,0,0,0,5,5,5,5,5,54359,66538,81432,596490,530843,16628,1158,2550,15719,30984,85062,2262,1136,11759,28742,66910,87,2246,15311,44254,99687,1317,2594,27343,25245,67862,1074,1314,4327,8727,30869,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,2,3,3,2,3,2,5,123,3,293,10,0,0,0,0,0,5,5,5,5,5,57552,75379,337085,258037,597911,30409,1498,490,17473,22118,41297,1461,1193,28830,13300,83194,87,2246,15311,44254,99687,1317,2594,27343,25245,67862,1231,1123,17650,3896,15270,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,2,3,3,2,2,3,1,366,3,389,10,0,0,0,0,0,5,5,5,5,5,20830,97571,184295,852131,68057,19963,1498,490,17473,22118,41297,1461,1193,28830,13300,83194,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,1,4,3,2,2,1,3,123,3,382,10,0,0,0,0,0,5,5,5,5,5,17002,20785,358112,675002,322854,1373,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,2912,562,19008,68704,24310,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,2,6,0,0,0,3,7,366,3,90,10,0,0,0,0,0,5,5,5,5,5,99246,28501,130575,735520,641324,15045,1498,490,17473,22118,41297,550,728,2272,10612,72389,1672,1283,6320,11981,40799,396,1427,14357,44143,54904,1074,1314,4327,8727,30869,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,1,3,0,1,0,4,2,370,3,293,10,0,0,0,0,0,5,5,5,5,5,77306,52876,328000,642082,430001,47771,1158,2550,15719,30984,85062,1461,1193,28830,13300,83194,1672,1283,6320,11981,40799,396,1427,14357,44143,54904,2526,504,12378,22998,95554,2294,1971,19946,484988,279264
0,6994,6995,7002,31661,9481,6845,0,0,0,0,0,0,0,370,3,293,10,0,0,0,0,0,5,5,5,5,5,53021,75898,73200,873302,241300,28140,992,2881,20043,49921,48466,2482,1653,690,54600,94490,1672,1283,6320,11981,40799,396,1427,14357,44143,54904,157,2774,28638,67647,72453,2294,1971,19946,484988,279264
0,6994,6995,7002,31661,9481,6845,2,5,3,2,3,3,6,123,3,206,10,0,0,0,0,0,5,5,5,5,5,70545,14572,173358,7322,55400,13170,1498,490,17473,22118,41297,2262,1136,11759,28742,66910,87,2246,15311,44254,99687,1317,2594,27343,25245,67862,1074,1314,4327,8727,30869,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,3,0,2,3,3,3,366,3,221,10,0,0,0,0,0,5,5,5,5,5,42549,484,394228,694670,240914,21235,1158,2550,15719,30984,85062,1461,1193,28830,13300,83194,1672,1283,6320,11981,40799,1317,2594,27343,25245,67862,1074,1314,4327,8727,30869,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,1,6,3,2,2,3,8,366,3,389,10,0,0,0,0,0,5,5,5,5,5,48545,5147,379048,584300,293776,30122,1158,2550,15719,30984,85062,550,728,2272,10612,72389,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,2,3,3,2,2,1,8,366,3,293,10,0,0,0,0,0,5,5,5,5,5,92937,22051,204847,94280,285092,15148,1498,490,17473,22118,41297,1461,1193,28830,13300,83194,87,2246,15311,44254,99687,2132,469,25423,67266,64554,2912,562,19008,68704,24310,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,1,4,3,2,2,3,8,123,3,44,10,0,0,0,0,0,5,5,5,5,5,82839,56948,232591,663075,974780,16638,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,3,3,2,2,2,2,366,3,293,10,0,0,0,0,0,5,5,5,5,5,10193,8362,151310,207652,874507,2463,1158,2550,15719,30984,85062,1461,1193,28830,13300,83194,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1231,1123,17650,3896,15270,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,1,3,1,1,1,3,3,123,3,389,10,0,0,0,0,0,5,5,5,5,5,9665,63744,258731,79113,324479,2329,1158,2550,15719,30984,85062,1461,1193,28830,13300,83194,1664,2622,11186,40256,59878,748,2615,14179,59851,38289,1074,1314,4327,8727,30869,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,3,0,1,0,3,0,370,3,428,10,0,0,0,0,0,5,5,5,5,5,9528,88414,256430,383805,582163,36961,1158,2550,15719,30984,85062,1461,1193,28830,13300,83194,1672,1283,6320,11981,40799,396,1427,14357,44143,54904,1074,1314,4327,8727,30869,2294,1971,19946,484988,279264
0,6994,6995,7002,31661,9481,6845,2,5,3,2,2,1,5,123,3,111,10,0,0,0,0,0,5,5,5,5,5,61967,35854,221130,351610,714794,2894,1498,490,17473,22118,41297,2262,1136,11759,28742,66910,87,2246,15311,44254,99687,2132,469,25423,67266,64554,2912,562,19008,68704,24310,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,4,3,2,2,3,6,366,3,369,10,0,0,0,0,0,5,0,0,5,5,49681,78330,152001,897030,945565,2990,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,2,2,0,1,4,3,1,123,3,97,10,0,0,0,0,0,5,5,5,5,5,27289,83511,408553,124142,997716,15116,1498,490,17473,22118,41297,1460,1930,18610,27040,98062,1672,1283,6320,11981,40799,2609,1692,4629,55231,3491,1074,1314,4327,8727,30869,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,3,1,1,3,5,1,366,3,309,10,0,0,0,0,0,5,5,5,5,5,88433,8211,73083,271543,62139,35080,1158,2550,15719,30984,85062,1461,1193,28830,13300,83194,1664,2622,11186,40256,59878,1317,2594,27343,25245,67862,2591,137,28679,53290,1728,585,1917,7173,22078,614602
0,6994,6995,7002,31661,9481,6845,1,4,0,2,0,0,0,370,3,414,10,0,0,0,0,0,5,5,5,5,5,43271,23395,164121,440144,487693,44491,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,1672,1283,6320,11981,40799,396,1427,14357,44143,54904,157,2774,28638,67647,72453,2294,1971,19946,484988,279264
0,6994,6995,7002,31661,9481,6845,1,4,3,2,2,3,7,123,3,382,10,0,0,0,0,0,5,5,5,5,5,91839,67391,96878,389017,545430,8318,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,1074,1314,4327,8727,30869,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,4,4,2,2,2,4,123,3,214,10,0,0,0,0,0,5,5,5,5,5,49106,73324,198029,94784,956327,9621,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,21,1892,10159,58164,18230,2132,469,25423,67266,64554,1231,1123,17650,3896,15270,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,1,4,1,0,0,0,0,370,3,219,10,0,0,0,0,0,5,5,5,5,5,17724,90276,352564,417293,748539,37292,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,1664,2622,11186,40256,59878,396,1427,14357,44143,54904,157,2774,28638,67647,72453,2294,1971,19946,484988,279264
0,6994,6995,7002,31661,9481,6845,1,4,3,2,2,1,2,123,3,382,10,0,0,0,0,0,5,5,5,5,5,14195,76065,494692,731096,149133,34020,1158,2550,15719,30984,85062,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,2912,562,19008,68704,24310,1568,1340,21704,550681,931699
0,6994,6995,7002,31661,9481,6845,2,4,3,2,2,5,8,366,3,211,10,0,0,0,0,0,5,0,0,5,5,19242,23281,291568,733248,642411,49018,1498,490,17473,22118,41297,2936,2089,5304,67989,61597,87,2246,15311,44254,99687,2132,469,25423,67266,64554,2591,137,28679,53290,1728,585,1917,7173,22078,614602
